Year,category,college,branch,Cutoff_Rank,Fees,Placement_Percentage,Average_Package,NIRF_Rank,Total_Seats,Available_Seats,Seat_Ratio,Recommendation_Score
2025,BC,Kumaraguru College,EEE,2389,113053,75,13.4,121,126,8,0.06349206349206349,30.86984126984127
2025,BC,Kumaraguru College,IT,2391,109347,93,4.1,93,128,20,0.15625,37.225
2025,BC,PSG College,CSE,2394,131912,82,13.4,37,168,28,0.16666666666666666,60.233333333333334
2025,OC,Kumaraguru College,IT,2436,107688,91,9.7,102,135,25,0.18518518518518517,40.1037037037037
2025,OC,PSG College,ECE,2538,105576,86,11.4,66,65,24,0.36923076923076925,54.784615384615385
2025,BC,Coimbatore Institute,IT,2544,149692,88,6.9,140,60,37,0.6166666666666667,33.63333333333333
2025,SC,Bannari Amman Institute,ECE,2561,100740,81,11.0,55,91,18,0.1978021978021978,52.75604395604395
2025,OC,Coimbatore Institute,IT,2591,144624,86,6.2,101,111,21,0.1891891891891892,35.483783783783785
2025,BC,PSG College,IT,2713,153345,87,10.1,147,112,17,0.15178571428571427,25.135714285714286
2025,BC,Coimbatore Institute,EEE,2729,159381,97,11.7,86,185,25,0.13513513513513514,47.7027027027027
2025,BC,Coimbatore Institute,CSE,2739,136845,93,12.9,110,136,11,0.08088235294117647,39.417647058823526
2025,SC,Sri Krishna College,IT,2758,159885,94,12.8,44,139,40,0.28776978417266186,63.555395683453234
2025,SC,Sri Krishna College,ECE,2803,108619,88,12.0,81,189,8,0.042328042328042326,44.94656084656085
2025,SC,Bannari Amman Institute,EEE,2811,117347,94,9.2,52,116,35,0.3017241379310345,57.83448275862069
2025,BC,PSG College,CSE,2928,150378,97,7.3,81,118,28,0.23728813559322035,46.8457627118644
2025,BC,Coimbatore Institute,ECE,2931,84769,86,13.7,139,226,32,0.1415929203539823,30.63185840707965
2025,SC,Bannari Amman Institute,ECE,2983,118547,84,4.4,73,154,28,0.18181818181818182,41.33636363636363
2025,SC,Sri Krishna College,ECE,3013,97455,88,8.2,139,81,23,0.2839506172839506,28.57901234567901
2025,BC,PSG College,ECE,3042,85177,97,11.0,84,202,12,0.0594059405940594,46.08811881188119
2025,BC,Kumaraguru College,EEE,3072,117015,84,10.9,139,228,18,0.07894736842105263,25.97894736842105
2025,OC,Coimbatore Institute,IT,3094,147089,91,5.3,111,130,32,0.24615384615384617,34.223076923076924
2025,OC,Coimbatore Institute,CSE,3180,146931,76,6.5,33,220,48,0.21818181818181817,53.763636363636365
2025,BC,Coimbatore Institute,ECE,3193,149866,98,5.6,51,219,18,0.0821917808219178,51.343835616438355
2025,SC,Bannari Amman Institute,EEE,3258,136468,84,12.8,45,206,39,0.18932038834951456,58.286407766990294
2025,OC,PSG College,IT,3282,101098,96,7.8,62,186,18,0.0967741935483871,49.935483870967744
2025,BC,Coimbatore Institute,IT,3291,94045,82,6.9,77,216,45,0.20833333333333334,42.56666666666666
2025,BC,Kumaraguru College,CSE,3295,121576,94,10.9,101,81,14,0.1728395061728395,42.25679012345679
2025,BC,Coimbatore Institute,CSE,3311,147254,89,10.9,83,208,24,0.11538461538461539,45.0076923076923
2025,SC,Sri Krishna College,EEE,3358,150556,90,11.0,85,90,42,0.4666666666666667,51.833333333333336
2025,BC,PSG College,CSE,3391,91522,94,4.1,103,184,33,0.1793478260869565,34.98695652173913
2025,OC,Coimbatore Institute,IT,3434,152417,82,9.3,76,232,21,0.09051724137931035,42.9103448275862
2025,BC,PSG College,CSE,3537,152199,86,4.7,73,127,10,0.07874015748031496,40.1748031496063
2025,BC,Kumaraguru College,ECE,3657,107345,93,14.9,112,152,43,0.28289473684210525,44.8578947368421
2025,SC,Sri Krishna College,CSE,3679,175022,87,6.6,118,104,14,0.1346153846153846,29.992307692307694
2025,SC,Kumaraguru College,ECE,3690,113893,77,6.7,133,202,11,0.054455445544554455,20.989108910891087
2025,BC,PSG College,ECE,3790,136742,82,5.2,75,96,37,0.3854166666666667,45.00833333333333
2025,BC,PSG College,IT,3840,97507,83,6.6,33,140,10,0.07142857142857142,53.02857142857143
2025,SC,Bannari Amman Institute,IT,3847,87988,94,5.4,120,135,27,0.2,31.6
2025,SC,Sri Krishna College,CSE,3851,81870,76,13.6,125,138,38,0.2753623188405797,34.4072463768116
2025,SC,Kumaraguru College,CSE,3867,150814,98,7.5,112,165,38,0.23030303030303031,37.906060606060606
2025,BC,Coimbatore Institute,CSE,3870,104584,90,14.9,95,203,45,0.22167487684729065,47.83349753694581
2025,BC,Kumaraguru College,CSE,3904,155236,78,12.8,75,82,40,0.4878048780487805,53.456097560975614
2025,SC,Sri Krishna College,ECE,3930,133139,76,6.1,34,207,7,0.033816425120772944,49.37632850241546
2025,OC,Coimbatore Institute,IT,3958,82082,94,9.8,91,98,21,0.21428571428571427,44.98571428571429
2025,BC,Bannari Amman Institute,IT,4002,106965,92,10.2,83,125,32,0.256,48.019999999999996
2025,BC,Sri Krishna College,CSE,4006,173408,76,9.4,98,233,23,0.09871244635193133,34.77424892703863
2025,OC,PSG College,ECE,4079,141862,98,11.0,23,203,18,0.08866995073891626,65.27339901477832
2025,BC,Bannari Amman Institute,ECE,4171,170356,83,9.6,79,181,12,0.06629834254143646,42.125966850828725
2025,BC,Kumaraguru College,IT,4204,129603,96,5.7,91,178,44,0.24719101123595505,42.14382022471909
2025,SC,Bannari Amman Institute,CSE,4205,131761,87,4.5,123,167,17,0.10179640718562874,25.735928143712574
2025,OC,Kumaraguru College,IT,4261,148396,91,6.3,98,132,16,0.12121212121212122,36.624242424242425
2025,OC,PSG College,CSE,4269,127752,87,12.1,117,176,32,0.18181818181818182,36.736363636363635
2025,BC,Sri Krishna College,ECE,4394,88648,79,15.0,20,207,11,0.05314009661835749,63.762801932367154
2025,BC,Sri Krishna College,ECE,4395,84376,77,13.3,54,184,5,0.02717391304347826,50.743478260869566
2025,OC,Kumaraguru College,CSE,4408,80793,86,6.3,124,68,24,0.35294117647058826,31.958823529411767
2025,BC,Sri Krishna College,ECE,4430,100065,85,5.9,59,82,40,0.4878048780487805,53.45609756097561
2025,OC,PSG College,CSE,4433,87919,82,5.8,144,132,45,0.3409090909090909,24.018181818181816
2025,SC,Sri Krishna College,ECE,4468,101232,98,5.6,114,71,39,0.5492957746478874,41.78591549295775
2025,BC,Kumaraguru College,EEE,4493,161538,90,5.0,126,152,38,0.25,29.2
2025,OC,Kumaraguru College,EEE,4532,164233,93,14.1,108,220,32,0.14545454545454545,42.50909090909091
2025,SC,Kumaraguru College,IT,4580,114065,84,5.3,150,74,16,0.21621621621621623,19.824324324324323
2025,SC,Sri Krishna College,ECE,4618,104190,86,10.0,47,180,9,0.05,52.7
2025,BC,Bannari Amman Institute,IT,4624,141596,95,4.4,86,122,43,0.3524590163934426,44.149180327868855
2025,BC,Sri Krishna College,EEE,4628,143010,80,10.1,34,101,11,0.10891089108910891,56.078217821782175
2025,BC,Kumaraguru College,ECE,4655,127636,76,14.7,147,107,21,0.19626168224299065,27.325233644859814
2025,SC,Bannari Amman Institute,IT,4659,154281,81,14.4,111,176,18,0.10227272727272728,37.445454545454545
2025,OC,PSG College,ECE,4664,152620,96,4.8,119,63,36,0.5714285714285714,39.32857142857143
2025,BC,Bannari Amman Institute,EEE,4688,143833,77,13.1,127,99,50,0.5050505050505051,38.201010101010105
2025,OC,Kumaraguru College,EEE,4692,155378,97,6.7,80,141,27,0.19148936170212766,45.62978723404255
2025,OC,Coimbatore Institute,CSE,4703,92546,90,14.6,106,131,6,0.04580152671755725,40.71603053435114
2025,OC,PSG College,IT,4765,152387,95,4.8,139,209,15,0.07177033492822966,23.035406698564593
2025,BC,Kumaraguru College,EEE,4841,141342,86,5.6,94,220,47,0.21363636363636362,37.472727272727276
2025,SC,Sri Krishna College,ECE,4850,174265,82,4.8,67,63,44,0.6984126984126984,53.268253968253966
2025,SC,Kumaraguru College,EEE,4855,121274,86,7.0,55,143,48,0.3356643356643357,53.01328671328671
2025,OC,Kumaraguru College,EEE,4859,154526,90,14.8,125,158,24,0.1518987341772152,37.3379746835443
2025,SC,Kumaraguru College,CSE,4917,139483,79,8.2,121,236,7,0.029661016949152543,26.193220338983053
2025,BC,Bannari Amman Institute,EEE,4974,134386,96,5.1,84,105,28,0.26666666666666666,44.03333333333333
2025,BC,Sri Krishna College,IT,4978,99201,95,8.0,22,202,10,0.04950495049504951,60.890099009900986
2025,SC,Sri Krishna College,ECE,4993,123707,90,13.5,148,197,43,0.2182741116751269,30.46548223350254
2025,BC,Sri Krishna College,ECE,5041,150234,86,13.2,28,223,35,0.15695067264573992,63.7390134529148
2025,OC,Sri Krishna College,IT,5051,121630,97,4.5,38,220,28,0.12727272727272726,54.74545454545454
2025,BC,Kumaraguru College,CSE,5059,128694,96,6.6,94,169,34,0.20118343195266272,41.22366863905325
2025,BC,Bannari Amman Institute,CSE,5063,87812,87,6.2,98,99,42,0.42424242424242425,41.38484848484848
2025,OC,Kumaraguru College,CSE,5068,96397,96,6.5,116,150,33,0.22,34.9
2025,SC,Bannari Amman Institute,CSE,5110,177027,80,11.1,130,124,47,0.3790322580645161,33.68064516129033
2025,BC,Kumaraguru College,IT,5132,142965,84,11.7,98,162,35,0.21604938271604937,41.82098765432099
2025,OC,Sri Krishna College,CSE,5135,110782,76,10.9,69,227,38,0.16740088105726872,46.348017621145374
2025,OC,Bannari Amman Institute,CSE,5250,102193,92,7.7,142,164,48,0.2926829268292683,28.553658536585367
2025,OC,Sri Krishna College,ECE,5279,112465,98,5.9,136,77,14,0.18181818181818182,28.136363636363637
2025,OC,Bannari Amman Institute,CSE,5321,178963,91,13.7,145,141,17,0.12056737588652482,29.911347517730498
2025,BC,Bannari Amman Institute,ECE,5326,172756,78,10.1,23,133,28,0.21052631578947367,60.810526315789474
2025,BC,Sri Krishna College,EEE,5332,101313,95,4.5,116,176,16,0.09090909090909091,30.018181818181816
2025,SC,Kumaraguru College,EEE,5340,98339,85,9.0,97,201,22,0.10945273631840796,37.58905472636816
2025,BC,Kumaraguru College,IT,5432,143300,82,12.3,141,127,6,0.047244094488188976,25.54488188976378
2025,SC,Sri Krishna College,IT,5439,172619,96,5.0,61,104,22,0.21153846153846154,49.73076923076923
2025,OC,Kumaraguru College,EEE,5468,131423,82,10.7,68,87,46,0.5287356321839081,55.47471264367816
2025,SC,Bannari Amman Institute,IT,5493,98829,91,14.4,105,223,19,0.08520179372197309,41.904035874439465
2025,BC,Sri Krishna College,CSE,5515,171363,77,6.8,95,83,12,0.14457831325301204,34.29156626506024
2025,SC,Kumaraguru College,ECE,5531,87842,82,11.4,59,140,39,0.2785714285714286,53.87142857142857
2025,BC,Sri Krishna College,CSE,5552,84247,79,6.9,50,105,8,0.0761904761904762,47.12380952380953
2025,BC,Sri Krishna College,IT,5558,107152,91,6.9,98,64,33,0.515625,45.112500000000004
2025,SC,Bannari Amman Institute,EEE,5575,80967,75,10.7,24,221,12,0.05429864253393665,57.085972850678736
2025,OC,Sri Krishna College,ECE,5691,141640,79,14.4,83,91,32,0.3516483516483517,50.23296703296703
2025,SC,Bannari Amman Institute,EEE,5819,97291,94,5.5,49,69,24,0.34782608695652173,55.95652173913044
2025,SC,Bannari Amman Institute,CSE,5951,84749,90,5.6,38,179,20,0.11173184357541899,53.434636871508374
2025,SC,Sri Krishna College,CSE,5953,176650,83,6.7,65,116,7,0.0603448275862069,43.30689655172414
2025,BC,Kumaraguru College,ECE,5986,111502,92,6.9,123,71,26,0.36619718309859156,34.92394366197183
2025,BC,Sri Krishna College,EEE,5994,143217,89,14.8,48,113,38,0.336283185840708,63.825663716814155
2025,OC,Kumaraguru College,ECE,5995,109963,91,7.1,124,224,36,0.16071428571428573,30.414285714285718
2025,BC,Sri Krishna College,IT,6000,159249,86,11.4,126,73,46,0.6301369863013698,42.0027397260274
2025,OC,Bannari Amman Institute,IT,6035,117456,84,8.0,50,172,36,0.20930232558139536,52.38604651162791
2025,SC,Kumaraguru College,CSE,6038,93383,77,7.8,27,151,38,0.25165562913907286,57.83311258278145
2025,SC,Kumaraguru College,IT,6101,129894,77,12.5,52,217,19,0.08755760368663594,51.75115207373272
2025,SC,Kumaraguru College,CSE,6113,146079,82,9.3,110,92,18,0.1956521739130435,34.813043478260866
2025,BC,Bannari Amman Institute,EEE,6138,146825,90,7.9,132,131,27,0.20610687022900764,29.42213740458015
2025,SC,Sri Krishna College,ECE,6182,131617,81,5.8,126,176,21,0.11931818181818182,24.686363636363637
2025,SC,Bannari Amman Institute,CSE,6193,132165,77,9.7,147,109,16,0.14678899082568808,21.63577981651376
2025,OC,Kumaraguru College,ECE,6198,81320,78,10.5,145,144,43,0.2986111111111111,26.37222222222222
2025,OC,Kumaraguru College,ECE,6199,109138,89,13.7,66,98,33,0.336734693877551,57.33469387755102
2025,OC,Bannari Amman Institute,EEE,6284,124651,78,4.7,116,162,31,0.19135802469135801,27.12716049382716
2025,OC,Kumaraguru College,EEE,6333,165821,81,8.3,80,223,48,0.21524663677130046,42.90493273542601
2025,SC,Kumaraguru College,IT,6343,93291,75,10.1,20,171,16,0.0935672514619883,58.47134502923977
2025,SC,Kumaraguru College,ECE,6390,135630,83,4.4,39,181,11,0.06077348066298342,48.81546961325967
2025,SC,Sri Krishna College,IT,6398,83021,93,5.3,82,156,20,0.1282051282051282,41.164102564102556
2025,OC,Kumaraguru College,ECE,6442,136101,98,4.2,55,238,40,0.16806722689075632,50.46134453781513
2025,OC,Sri Krishna College,EEE,6452,124289,94,11.9,49,192,46,0.23958333333333334,60.19166666666666
2025,SC,Kumaraguru College,IT,6460,162192,97,8.6,132,240,49,0.20416666666666666,32.18333333333334
2025,OC,Bannari Amman Institute,EEE,6463,138578,88,7.7,53,125,44,0.352,55.24
2025,OC,Sri Krishna College,EEE,6480,134156,93,7.8,52,80,12,0.15,53.099999999999994
2025,BC,Bannari Amman Institute,ECE,6484,150296,93,14.6,93,172,37,0.21511627906976744,48.90232558139535
2025,OC,Sri Krishna College,IT,6581,154238,98,10.2,66,168,21,0.125,52.3
2025,OC,Sri Krishna College,ECE,6582,99072,78,8.7,73,133,47,0.3533834586466165,47.26766917293234
2025,OC,Kumaraguru College,EEE,6598,175143,81,8.4,127,158,42,0.26582278481012656,29.916455696202533
2025,OC,Sri Krishna College,ECE,6603,115601,89,11.4,21,236,23,0.09745762711864407,63.749152542372876
2025,SC,Sri Krishna College,CSE,6614,151271,86,9.7,93,202,18,0.0891089108910891,39.38217821782178
2025,OC,Sri Krishna College,CSE,6648,173026,92,15.0,95,234,6,0.02564102564102564,44.612820512820505
2025,SC,Kumaraguru College,ECE,6685,169773,90,6.7,20,232,23,0.09913793103448276,59.68275862068966
2025,SC,Kumaraguru College,EEE,6765,140653,90,4.1,39,108,35,0.32407407407407407,55.88148148148148
2025,BC,Kumaraguru College,ECE,6769,95776,97,7.0,43,149,30,0.20134228187919462,57.226845637583885
2025,SC,Sri Krishna College,CSE,6780,89895,88,8.1,101,92,13,0.14130434782608695,37.02608695652174
2025,OC,Kumaraguru College,CSE,6840,131644,82,14.5,119,238,31,0.13025210084033614,36.00504201680672
2025,OC,Sri Krishna College,EEE,6844,100863,83,13.1,62,232,19,0.08189655172413793,51.03793103448276
2025,SC,Bannari Amman Institute,IT,6847,170723,96,14.3,83,80,47,0.5875,59.95
2025,OC,Sri Krishna College,CSE,6870,120017,91,6.8,35,198,11,0.05555555555555555,54.71111111111111
2025,BC,Bannari Amman Institute,CSE,6905,145840,86,10.6,123,209,11,0.05263157894736842,30.552631578947373
2025,SC,Kongu Engineering College,ECE,7048,175023,90,14.7,64,188,23,0.12234042553191489,54.9468085106383
2025,SC,XYZ Engineering College,IT,7058,83040,95,6.1,23,72,33,0.4583333333333333,66.86666666666666
2025,SC,XYZ Engineering College,CSE,7125,102130,87,6.3,77,191,24,0.1256544502617801,41.8130890052356
2025,BC,Sri Krishna College,IT,7196,93586,96,7.2,111,75,22,0.29333333333333333,38.56666666666666
2025,BC,Sri Krishna College,ECE,7376,140482,77,8.1,49,234,19,0.0811965811965812,48.123931623931625
2025,SC,ABC Engineering College,EEE,7381,156510,75,5.4,143,179,23,0.12849162011173185,17.56983240223464
2025,BC,Bannari Amman Institute,EEE,7381,100785,94,8.4,122,191,32,0.16753926701570682,33.35078534031413
2025,OC,Kumaraguru College,IT,7463,164663,91,12.6,90,172,44,0.2558139534883721,48.01627906976745
2025,BC,Kumaraguru College,ECE,7521,139605,82,13.0,64,83,32,0.3855421686746988,56.11084337349398
2025,SC,ABC Engineering College,EEE,7646,172166,78,14.3,131,238,15,0.06302521008403361,29.66050420168067
2025,OC,Sri Krishna College,IT,7715,142220,91,9.3,147,162,25,0.15432098765432098,25.58641975308642
2025,SC,Kongu Engineering College,CSE,7717,147329,98,5.3,46,151,29,0.19205298013245034,54.741059602648996
2025,OC,Bannari Amman Institute,EEE,7736,145037,97,11.4,46,113,16,0.1415929203539823,59.53185840707964
2025,OC,Sri Krishna College,ECE,7777,86331,88,6.0,105,232,12,0.05172413793103448,31.93448275862069
2025,OC,Bannari Amman Institute,CSE,7848,162581,97,14.9,119,145,20,0.13793103448275862,41.05862068965517
2025,OC,Kumaraguru College,IT,7867,96766,82,9.5,134,190,18,0.09473684210526316,25.794736842105262
2025,SC,XYZ Engineering College,IT,7951,136234,91,8.5,41,221,32,0.14479638009049775,56.39592760180996
2025,SC,Kongu Engineering College,CSE,7971,157869,80,5.5,75,68,14,0.20588235294117646,41.11764705882353
2025,SC,ABC Engineering College,CSE,8059,113794,88,11.8,71,158,21,0.13291139240506328,49.558227848101254
2025,OC,Kumaraguru College,CSE,8096,156406,94,10.7,61,146,41,0.2808219178082192,56.21643835616439
2025,SC,Kongu Engineering College,ECE,8155,171466,87,11.5,104,185,45,0.24324324324324326,41.26486486486486
2025,BC,Bannari Amman Institute,CSE,8155,152300,94,10.2,140,217,11,0.05069124423963134,27.413824884792625
2025,SC,Kongu Engineering College,CSE,8194,177440,97,4.2,100,147,47,0.3197278911564626,39.69455782312925
2025,SC,XYZ Engineering College,IT,8231,114200,92,12.2,92,216,11,0.05092592592592592,43.218518518518515
2025,SC,Kongu Engineering College,EEE,8247,124927,91,9.5,135,69,41,0.5942028985507246,38.1840579710145
2025,OC,Bannari Amman Institute,IT,8250,174152,81,11.8,69,90,5,0.05555555555555555,46.51111111111112
2025,BC,Bannari Amman Institute,CSE,8256,131535,77,7.2,114,107,34,0.3177570093457944,32.455140186915884
2025,OC,Kumaraguru College,ECE,8299,94760,75,6.6,135,215,19,0.08837209302325581,20.367441860465117
2025,OC,Bannari Amman Institute,IT,8332,172641,95,8.5,140,104,40,0.38461538461538464,32.69230769230769
2025,BC,Sri Krishna College,IT,8340,151678,85,7.7,104,186,32,0.17204301075268819,35.44086021505376
2025,OC,Kumaraguru College,IT,8352,139939,86,7.5,33,195,6,0.03076923076923077,54.01538461538461
2025,BC,Bannari Amman Institute,EEE,8367,144457,85,5.0,34,96,18,0.1875,54.05
2025,BC,Kumaraguru College,EEE,8369,156168,82,5.9,45,135,28,0.2074074074074074,51.14814814814814
2025,OC,Sri Krishna College,IT,8384,151916,97,9.8,46,149,19,0.12751677852348994,57.65033557046979
2025,SC,XYZ Engineering College,EEE,8389,134747,97,4.7,132,180,38,0.2111111111111111,28.42222222222222
2025,SC,ABC Engineering College,EEE,8410,83333,94,11.0,105,177,17,0.096045197740113,39.620903954802266
2025,OC,Kumaraguru College,IT,8438,113259,78,6.2,56,230,50,0.21739130434782608,47.14782608695652
2025,BC,Bannari Amman Institute,CSE,8590,150709,94,6.5,93,202,26,0.12871287128712872,39.37425742574257
2025,BC,Bannari Amman Institute,ECE,8634,109157,98,7.2,127,175,39,0.22285714285714286,32.957142857142856
2025,SC,Kongu Engineering College,CSE,8692,122023,80,4.4,95,239,49,0.20502092050209206,34.00041841004184
2025,OC,Sri Krishna College,ECE,8696,111524,85,12.2,75,227,16,0.07048458149779736,46.60969162995595
2025,OC,Kumaraguru College,IT,8741,121842,87,9.5,91,143,31,0.21678321678321677,42.63566433566433
2025,SC,XYZ Engineering College,ECE,8745,116371,83,5.6,84,196,42,0.21428571428571427,39.58571428571428
2025,SC,XYZ Engineering College,EEE,8748,154605,80,4.8,126,164,44,0.2682926829268293,26.365853658536587
2025,OC,Kumaraguru College,IT,8761,151931,79,12.4,33,128,39,0.3046875,62.293749999999996
2025,OC,Bannari Amman Institute,CSE,8771,93387,83,12.2,89,78,10,0.1282051282051282,42.96410256410256
2025,SC,Kongu Engineering College,EEE,8786,147109,88,7.8,79,98,49,0.5,50.5
2025,OC,Sri Krishna College,IT,8852,170561,75,12.4,85,216,31,0.14351851851851852,42.27037037037037
2025,BC,Sri Krishna College,EEE,8920,120357,94,14.5,88,84,21,0.25,51.3
2025,SC,XYZ Engineering College,EEE,8930,80020,80,7.2,44,69,38,0.5507246376811594,59.01449275362319
2025,OC,Bannari Amman Institute,EEE,8961,113200,87,10.6,114,204,6,0.029411764705882353,33.088235294117645
2025,SC,Kongu Engineering College,EEE,8961,165255,92,12.1,119,65,16,0.24615384615384617,38.92307692307692
2025,SC,XYZ Engineering College,IT,9008,171000,79,5.6,108,97,41,0.422680412371134,35.353608247422684
2025,SC,XYZ Engineering College,CSE,9026,155322,97,12.6,57,122,46,0.3770491803278688,62.14098360655738
2025,OC,Sri Krishna College,EEE,9069,121373,79,12.1,143,228,43,0.18859649122807018,26.671929824561403
2025,SC,ABC Engineering College,IT,9094,123608,98,12.0,150,92,32,0.34782608695652173,33.356521739130436
2025,BC,Kongu Engineering College,CSE,9170,117237,91,6.1,89,112,48,0.42857142857142855,45.27142857142857
2025,SC,XYZ Engineering College,IT,9231,113563,78,15.0,141,83,33,0.39759036144578314,34.05180722891566
2025,SC,Kongu Engineering College,CSE,9263,178208,96,6.0,139,197,33,0.16751269035532995,26.4502538071066
2025,BC,Kongu Engineering College,EEE,9279,101045,90,7.1,120,227,37,0.16299559471365638,31.35991189427313
2025,OC,Kumaraguru College,IT,9323,109611,75,5.4,115,237,36,0.1518987341772152,26.437974683544304
2025,SC,XYZ Engineering College,ECE,9355,130009,91,14.9,48,61,40,0.6557377049180327,70.91475409836065
2025,BC,ABC Engineering College,CSE,9406,112465,79,10.7,30,127,47,0.3700787401574803,62.80157480314961
2025,OC,Kumaraguru College,EEE,9439,173224,80,9.3,95,103,44,0.42718446601941745,43.34368932038835
